Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2023;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitario;Catedra;2023;1;25
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitario;Catedra;2023;2;32
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2023;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2023;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Catedra;2023;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Catedra;2023;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2023;1;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2023;2;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2023;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2023;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Medio Tiempo;2023;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Medio Tiempo;2023;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2023;1;7
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2023;2;7
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2023;1;9
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2023;2;6
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitario;Tiempo Completo o Exclusiva;2023;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitario;Medio Tiempo;2023;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitario;Catedra;2023;1;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitario;Catedra;2023;2;15
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Maestría;Medio Tiempo;2023;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Maestría;Catedra;2023;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2023;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2023;2;8
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Catedra;2023;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2023;1;13
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Tiempo Completo o Exclusiva;2023;2;7
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Medio Tiempo;2023;1;19
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Medio Tiempo;2023;2;15
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Catedra;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Catedra;2023;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Universitario;Catedra;2023;2;5
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Tecnológico;Tiempo Completo o Exclusiva;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Tecnológico;Medio Tiempo;2023;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Tecnológico;Medio Tiempo;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Formación Técnica Profesional;Medio Tiempo;2023;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Formación Técnica Profesional;Medio Tiempo;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;HOMBRE;Formación Técnica Profesional;Catedra;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Doctorado;Catedra;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Maestría;Medio Tiempo;2023;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Maestría;Catedra;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2023;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2023;2;5
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Catedra;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;MUJER;Universitario;Tiempo Completo o Exclusiva;2023;1;9
