Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;31
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;31
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2021;1;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Medio Tiempo;2021;2;15
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2021;1;18
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2021;2;18
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;10
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;23
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;22
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;1;35
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;2;28
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;23
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;24
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;5
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;4
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Medio Tiempo;2021;1;13
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Medio Tiempo;2021;2;15
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2021;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Tecnológica;Tiempo Completo o Exclusiva;2021;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Tecnológica;Tiempo Completo o Exclusiva;2021;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2021;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Médico Quirúrgica;Catedra;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2021;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Catedra;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Catedra;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Doctorado;Catedra;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;14
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;13
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Medio Tiempo;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Medio Tiempo;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2021;1;15
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Maestría;Catedra;2021;2;17
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;5
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;5
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Catedra;2021;1;15
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Universitaria;Catedra;2021;2;14
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Especialización Técnico Profesional;Catedra;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2021;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2021;1;24
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;HOMBRE;Universitaria;Catedra;2021;2;34
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Tiempo Completo o Exclusiva;2021;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Doctorado;Catedra;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2021;1;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Maestría;Catedra;2021;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2021;1;4
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Universitaria;Catedra;2021;2;4
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Especialización Técnico Profesional;Catedra;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Catedra;2021;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Catedra;2021;1;12
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;MUJER;Universitaria;Catedra;2021;2;12
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Maestría;Medio Tiempo;2021;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Maestría;Catedra;2021;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2021;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Especialización Tecnológica;Medio Tiempo;2021;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;5
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;2;14
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Medio Tiempo;2021;1;13
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Catedra;2021;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Universitaria;Catedra;2021;2;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;HOMBRE;Tecnológica;Medio Tiempo;2021;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2021;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Medio Tiempo;2021;2;8
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Medio Tiempo;2021;1;9
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Catedra;2021;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;Institución Técnica Profesional;Pereira;MUJER;Universitaria;Catedra;2021;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;1;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2021;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Catedra;2021;1;22
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Maestría;Catedra;2021;2;22
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;1;21
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Especialización Universitaria;Catedra;2021;2;21
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;1;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2021;2;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Catedra;2021;1;8
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Universitaria;Catedra;2021;2;8
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Docente sin título;Catedra;2021;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;HOMBRE;Docente sin título;Catedra;2021;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Catedra;2021;1;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Doctorado;Catedra;2021;2;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;1;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2021;2;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2021;1;9
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Maestría;Catedra;2021;2;8
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;1;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2021;2;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2021;1;7
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Especialización Universitaria;Catedra;2021;2;7
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Tiempo Completo o Exclusiva;2021;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2021;1;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;Institución Universitaria/Escuela Tecnológica;Pereira;MUJER;Universitaria;Catedra;2021;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Posdoctorado;Tiempo Completo o Exclusiva;2022;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;1;17
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2022;2;17
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2022;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;22
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;18
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;1;109
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2022;2;116
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;1;220
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Catedra;2022;2;236
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;Oficial;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2022;1;35
